student_id,course_id,chapter_id,time_spent,score,completed
249,C101,10,19.76,65.27,0
250,C101,1,25.17,40.56,0
250,C101,2,32.79,48.61,0
250,C101,3,59.31,20.63,0
250,C101,4,30.79,35.79,0
250,C101,5,18.65,43.57,0
250,C101,6,27.46,87.5,0
250,C101,7,37.78,17.85,0
250,C101,8,28.65,12.61,0
250,C101,9,25.45,43.97,0
250,C101,10,33.21,58.33,0
251,C101,1,28.51,23.46,0
251,C101,2,18.73,39.6,0
251,C101,3,32.29,19.15,0
251,C101,4,20.06,43.2,0
251,C101,5,48.05,15.43,0
251,C101,6,11.48,33.08,0
251,C101,7,45.19,25.49,0
251,C101,8,25.56,31.94,0
251,C101,9,33.7,50.56,0
251,C101,10,10.46,29.42,0
252,C101,1,17.85,70.96,0
252,C101,2,20.27,44.37,0
252,C101,3,43.34,24.08,0
252,C101,4,9.89,38.56,0
252,C101,5,34.54,39.94,0
252,C101,6,18.46,58.88,0
252,C101,7,35.74,24.89,0
252,C101,8,27.0,56.55,0
252,C101,9,46.13,57.4,0
252,C101,10,35.66,37.4,0
253,C102,1,33.84,29.25,0
253,C102,2,21.24,25.01,0
253,C102,3,54.15,22.03,0
253,C102,4,38.73,32.0,0
253,C102,5,27.55,19.93,0
253,C102,6,19.9,54.41,0
253,C102,7,49.88,16.18,0
253,C102,8,22.89,71.67,0
253,C102,9,21.29,21.21,0
253,C102,10,37.75,36.64,0
253,C102,11,43.74,54.75,0
253,C102,12,38.75,11.8,0
254,C101,1,31.47,69.43,0
254,C101,2,15.24,56.44,0
254,C101,3,44.52,33.98,0
254,C101,4,27.57,25.77,0
254,C101,5,35.69,48.22,0
254,C101,6,37.79,38.2,0
254,C101,7,37.11,10.01,0
254,C101,8,36.34,44.76,0
254,C101,9,19.35,30.32,0
254,C101,10,24.1,16.16,0
255,C103,1,19.85,24.37,0
255,C103,2,24.05,6.15,0
255,C103,3,69.37,32.89,0
255,C103,4,23.62,34.64,0
255,C103,5,36.35,48.42,0
255,C103,6,23.2,46.93,0
255,C103,7,42.03,7.01,0
255,C103,8,39.61,49.91,0
256,C101,1,9.9,76.98,1
256,C101,2,14.25,78.25,1
256,C101,3,16.66,31.71,1
256,C101,4,12.23,67.68,1
256,C101,5,12.97,76.39,1
256,C101,6,22.15,75.49,1
256,C101,7,33.65,48.49,1
256,C101,8,9.81,86.95,1
256,C101,9,13.17,80.16,1
256,C101,10,25.16,73.35,1
257,C102,1,24.97,40.89,0
257,C102,2,33.95,22.25,0
257,C102,3,63.07,21.0,0
257,C102,4,39.32,17.92,0
257,C102,5,32.23,33.92,0
257,C102,6,42.62,17.19,0
257,C102,7,66.94,12.75,0
257,C102,8,25.76,9.67,0
257,C102,9,24.24,16.97,0
257,C102,10,50.77,8.98,0
257,C102,11,38.24,11.2,0
257,C102,12,32.86,0.0,0
258,C103,1,26.49,47.02,0
258,C103,2,30.43,20.94,0
258,C103,3,52.72,28.04,0
258,C103,4,30.2,38.77,0
258,C103,5,23.44,42.18,0
258,C103,6,32.81,12.71,0
258,C103,7,37.4,23.39,0
258,C103,8,30.74,56.81,0
259,C102,1,26.38,23.51,0
259,C102,2,23.18,25.99,0
259,C102,3,55.57,10.26,0
259,C102,4,36.14,5.67,0
259,C102,5,25.71,26.25,0
259,C102,6,49.29,27.07,0
259,C102,7,24.24,0.81,0
259,C102,8,31.99,40.4,0
259,C102,9,35.59,33.71,0
259,C102,10,43.88,23.1,0
259,C102,11,41.07,6.72,0
259,C102,12,22.09,4.09,0
260,C101,1,28.21,39.86,0
260,C101,2,29.24,24.24,0
260,C101,3,41.16,10.46,0
260,C101,4,41.67,33.6,0
260,C101,5,23.98,61.99,0
260,C101,6,16.79,21.27,0
260,C101,7,32.51,24.76,0
260,C101,8,32.77,49.25,0
260,C101,9,53.21,4.41,0
260,C101,10,34.46,29.8,0
261,C103,1,24.21,20.16,0
261,C103,2,47.65,46.42,0
261,C103,3,46.01,36.04,0
261,C103,4,15.13,13.83,0
261,C103,5,8.36,23.3,0
261,C103,6,32.16,35.33,0
261,C103,7,47.3,8.42,0
261,C103,8,38.69,37.38,0
262,C101,1,8.34,56.94,0
262,C101,2,13.65,46.3,0
262,C101,3,37.93,35.75,0
262,C101,4,16.19,52.36,0
262,C101,5,11.06,69.52,0
262,C101,6,21.06,69.04,0
262,C101,7,29.94,29.61,0
262,C101,8,16.84,65.41,0
262,C101,9,17.26,61.93,0
262,C101,10,19.72,22.62,0
263,C103,1,18.46,34.52,0
263,C103,2,18.35,47.91,0
263,C103,3,44.71,20.9,0
263,C103,4,37.07,48.47,0
263,C103,5,30.22,22.45,0
263,C103,6,12.43,23.72,0
263,C103,7,39.37,23.75,0
263,C103,8,26.92,44.33,0
264,C103,1,30.09,51.18,0
264,C103,2,34.17,32.52,0
264,C103,3,39.86,15.95,0
264,C103,4,21.98,25.3,0
264,C103,5,38.41,30.09,0
264,C103,6,16.88,59.94,0
264,C103,7,49.29,8.21,0
264,C103,8,26.16,35.08,0
265,C103,1,10.58,80.5,1
265,C103,2,24.6,56.43,1
265,C103,3,23.61,33.55,1
265,C103,4,15.63,65.32,1
265,C103,5,20.46,82.22,1
265,C103,6,12.59,36.35,1
265,C103,7,25.04,46.84,1
265,C103,8,18.17,60.96,1
266,C102,1,39.51,49.47,0
266,C102,2,22.98,36.24,0
266,C102,3,37.89,45.53,0
266,C102,4,24.65,43.45,0
266,C102,5,22.03,60.23,0
266,C102,6,43.4,50.51,0
266,C102,7,40.1,29.53,0
266,C102,8,5.39,54.92,0
266,C102,9,27.43,50.17,0
266,C102,10,20.03,37.98,0
266,C102,11,22.65,59.07,0
266,C102,12,22.94,74.99,0
267,C101,1,14.03,46.1,0
267,C101,2,19.11,15.12,0
267,C101,3,49.64,39.05,0
267,C101,4,28.75,50.51,0
267,C101,5,13.17,40.78,0
267,C101,6,31.27,32.26,0
267,C101,7,16.02,29.75,0
267,C101,8,23.26,50.07,0
267,C101,9,30.34,57.6,0
267,C101,10,26.52,65.97,0
268,C102,1,42.19,30.13,0
268,C102,2,21.19,0.0,0
268,C102,3,45.19,7.21,0
268,C102,4,45.18,11.52,0
268,C102,5,25.81,11.56,0
268,C102,6,49.58,20.93,0
268,C102,7,52.01,12.72,0
268,C102,8,51.67,9.5,0
268,C102,9,51.95,23.89,0
268,C102,10,34.18,58.25,0
268,C102,11,23.41,15.43,0
268,C102,12,21.28,35.02,0
269,C102,1,26.25,84.01,1
269,C102,2,15.75,60.17,1
269,C102,3,15.9,64.12,1
269,C102,4,19.5,58.27,1
269,C102,5,24.33,51.06,1
269,C102,6,19.15,63.06,1
269,C102,7,28.89,43.13,1
269,C102,8,8.71,66.78,1
269,C102,9,22.76,65.21,1
269,C102,10,21.22,49.97,1
269,C102,11,16.72,56.28,1
269,C102,12,21.06,66.12,1
270,C101,1,31.15,62.04,0
270,C101,2,24.94,36.69,0
270,C101,3,34.27,29.11,0
270,C101,4,20.24,46.04,0
270,C101,5,15.39,22.3,0
270,C101,6,17.77,54.56,0
270,C101,7,24.02,34.6,0
270,C101,8,37.34,67.01,0
270,C101,9,35.38,57.53,0
270,C101,10,31.76,40.8,0
271,C101,1,5.0,50.77,0
271,C101,2,46.71,24.68,0
271,C101,3,43.69,14.45,0
271,C101,4,34.8,49.85,0
271,C101,5,12.94,39.12,0
271,C101,6,28.02,34.68,0
271,C101,7,51.02,20.1,0
271,C101,8,29.8,29.77,0
271,C101,9,40.85,39.26,0
271,C101,10,33.14,13.91,0
272,C101,1,38.04,37.27,0
272,C101,2,35.71,63.2,0
272,C101,3,54.04,25.4,0
272,C101,4,24.29,0.0,0
272,C101,5,27.63,31.81,0
272,C101,6,33.08,34.39,0
272,C101,7,40.78,6.67,0
272,C101,8,20.1,43.85,0
272,C101,9,46.01,35.24,0
272,C101,10,32.47,50.99,0
273,C103,1,35.76,19.54,0
273,C103,2,41.05,32.92,0
273,C103,3,50.97,12.61,0
273,C103,4,39.38,61.92,0
273,C103,5,21.16,25.55,0
273,C103,6,34.33,42.44,0
273,C103,7,41.85,0.0,0
273,C103,8,46.3,42.06,0
274,C102,1,29.87,41.12,0
274,C102,2,55.53,31.68,0
274,C102,3,53.99,12.56,0
274,C102,4,35.82,34.52,0
274,C102,5,26.52,5.51,0
274,C102,6,50.07,16.93,0
274,C102,7,73.4,5.02,0
274,C102,8,36.77,3.76,0
274,C102,9,37.55,0.0,0
274,C102,10,31.37,0.0,0
274,C102,11,46.12,28.35,0
274,C102,12,15.85,37.61,0
275,C102,1,16.75,56.88,1
275,C102,2,32.03,46.72,1
275,C102,3,24.86,46.13,1
275,C102,4,23.9,71.9,1
275,C102,5,13.76,52.23,1
275,C102,6,14.62,51.4,1
275,C102,7,25.01,38.69,1
275,C102,8,8.28,85.33,1
275,C102,9,13.76,47.48,1
275,C102,10,15.57,67.53,1
275,C102,11,6.89,71.47,1
275,C102,12,10.74,92.17,1
276,C102,1,20.68,38.16,0
276,C102,2,23.02,58.53,0
276,C102,3,35.58,30.72,0
276,C102,4,24.32,40.28,0
276,C102,5,21.13,18.05,0
276,C102,6,31.6,53.82,0
276,C102,7,29.63,51.88,0
276,C102,8,24.55,33.79,0
276,C102,9,30.67,55.31,0
276,C102,10,26.99,42.95,0
276,C102,11,27.44,45.41,0
276,C102,12,28.28,20.76,0
277,C102,1,46.6,24.42,0
277,C102,2,23.64,29.21,0
277,C102,3,32.42,1.87,0
277,C102,4,27.33,37.96,0
277,C102,5,29.09,33.75,0
277,C102,6,30.03,51.27,0
277,C102,7,42.53,18.21,0
277,C102,8,26.83,44.62,0
277,C102,9,43.54,26.5,0
277,C102,10,30.58,41.0,0
277,C102,11,19.81,36.23,0
277,C102,12,15.14,9.39,0
278,C102,1,21.63,50.17,0
278,C102,2,24.65,32.49,0
278,C102,3,36.83,19.09,0
278,C102,4,36.3,26.79,0
278,C102,5,23.18,31.5,0
278,C102,6,29.51,42.16,0
278,C102,7,32.91,39.95,0
278,C102,8,25.04,54.88,0
278,C102,9,16.69,26.06,0
278,C102,10,25.69,42.35,0
278,C102,11,29.98,45.94,0
278,C102,12,26.49,22.78,0
279,C103,1,15.6,76.96,1
279,C103,2,11.9,71.12,1
279,C103,3,17.58,48.85,1
279,C103,4,14.54,66.94,1
279,C103,5,20.34,48.01,1
279,C103,6,12.74,73.36,1
279,C103,7,36.29,42.95,1
279,C103,8,19.75,64.9,1
280,C101,1,6.89,67.92,1
280,C101,2,7.56,28.9,1
280,C101,3,26.39,45.73,1
280,C101,4,14.93,64.91,1
280,C101,5,33.54,62.63,1
280,C101,6,19.31,56.76,1
280,C101,7,26.37,41.95,1
280,C101,8,14.24,93.78,1
280,C101,9,22.97,68.55,1
280,C101,10,5.0,61.08,1
281,C103,1,15.23,83.05,0
281,C103,2,24.43,69.78,0
281,C103,3,20.12,19.98,0
281,C103,4,20.26,54.28,0
281,C103,5,17.47,47.75,0
281,C103,6,15.04,67.01,0
281,C103,7,26.23,33.19,0
281,C103,8,23.08,57.55,0
282,C103,1,35.7,19.07,0
282,C103,2,39.03,38.99,0
282,C103,3,52.65,11.18,0
282,C103,4,23.42,30.87,0
282,C103,5,39.32,12.26,0
282,C103,6,13.53,40.22,0
282,C103,7,40.41,6.46,0
282,C103,8,41.47,0.61,0
283,C103,1,10.5,31.91,0
283,C103,2,29.43,65.0,0
283,C103,3,42.02,4.85,0
283,C103,4,29.18,24.74,0
283,C103,5,30.32,30.28,0
283,C103,6,24.23,0.37,0
283,C103,7,32.39,0.0,0
283,C103,8,29.75,16.58,0
284,C101,1,43.55,51.58,0
284,C101,2,27.35,6.25,0
284,C101,3,40.37,16.11,0
284,C101,4,24.04,22.69,0
284,C101,5,24.08,27.36,0
284,C101,6,24.27,36.28,0
284,C101,7,49.88,13.0,0
284,C101,8,43.83,18.46,0
284,C101,9,14.19,38.87,0
284,C101,10,22.4,37.98,0
285,C101,1,60.65,18.43,0
285,C101,2,20.7,0.0,0
285,C101,3,85.22,0.0,0
285,C101,4,29.9,0.0,0
285,C101,5,36.58,4.93,0
285,C101,6,51.3,0.0,0
285,C101,7,41.14,10.08,0
285,C101,8,55.32,0.0,0
285,C101,9,56.35,8.91,0
285,C101,10,56.5,7.3,0
286,C102,1,39.87,22.9,0
286,C102,2,29.49,1.18,0
286,C102,3,60.53,0.0,0
286,C102,4,65.4,0.0,0
286,C102,5,49.08,5.7,0
286,C102,6,59.61,13.09,0
286,C102,7,59.71,0.0,0
286,C102,8,53.17,0.0,0
286,C102,9,51.04,0.0,0
286,C102,10,59.53,9.42,0
286,C102,11,51.02,8.23,0
286,C102,12,17.47,0.0,0
287,C103,1,24.24,69.13,0
287,C103,2,26.05,36.91,0
287,C103,3,28.35,35.3,0
287,C103,4,5.25,76.52,0
287,C103,5,26.35,69.82,0
287,C103,6,10.87,70.08,0
287,C103,7,51.53,21.07,0
287,C103,8,28.87,51.43,0
288,C102,1,42.23,32.88,0
288,C102,2,29.0,37.87,0
288,C102,3,34.25,0.0,0
288,C102,4,37.92,20.76,0
288,C102,5,27.6,32.52,0
288,C102,6,42.68,33.25,0
288,C102,7,52.91,19.61,0
288,C102,8,30.88,51.19,0
288,C102,9,26.44,51.96,0
288,C102,10,36.69,0.0,0
288,C102,11,52.81,22.27,0
288,C102,12,46.56,38.74,0
289,C101,1,20.04,61.37,0
289,C101,2,24.98,57.02,0
289,C101,3,19.53,35.62,0
289,C101,4,19.66,71.53,0
289,C101,5,30.16,50.33,0
289,C101,6,29.02,31.75,0
289,C101,7,50.97,51.07,0
289,C101,8,28.24,70.59,0
289,C101,9,20.23,34.77,0
289,C101,10,25.31,53.26,0
290,C101,1,34.63,41.08,0
290,C101,2,19.59,44.27,0
290,C101,3,52.5,26.04,0
290,C101,4,40.65,18.22,0
290,C101,5,33.94,18.93,0
290,C101,6,18.46,27.02,0
290,C101,7,34.83,18.84,0
290,C101,8,27.27,49.04,0
290,C101,9,26.22,12.7,0
290,C101,10,40.52,23.93,0
291,C101,1,31.42,44.17,0
291,C101,2,37.33,48.36,0
291,C101,3,33.18,49.24,0
291,C101,4,29.12,38.97,0
291,C101,5,36.14,44.92,0
291,C101,6,30.99,78.56,0
291,C101,7,38.52,24.27,0
291,C101,8,28.42,57.25,0
291,C101,9,13.62,11.69,0
291,C101,10,22.0,16.67,0
292,C101,1,34.5,22.69,0
292,C101,2,15.5,37.09,0
292,C101,3,52.82,7.09,0
292,C101,4,37.63,48.31,0
292,C101,5,38.95,54.33,0
292,C101,6,51.24,30.71,0
292,C101,7,45.4,19.87,0
292,C101,8,29.57,59.05,0
292,C101,9,16.3,23.14,0
292,C101,10,43.11,51.35,0
293,C103,1,37.49,42.03,0
293,C103,2,43.77,38.03,0
293,C103,3,53.74,51.03,0
293,C103,4,35.0,37.66,0
293,C103,5,36.21,31.44,0
293,C103,6,52.4,39.62,0
293,C103,7,41.11,16.25,0
293,C103,8,39.85,49.92,0
294,C102,1,35.75,12.41,0
294,C102,2,31.83,41.83,0
294,C102,3,62.04,15.65,0
294,C102,4,17.21,21.61,0
294,C102,5,16.63,55.09,0
294,C102,6,45.46,39.84,0
294,C102,7,57.18,24.7,0
294,C102,8,29.03,30.04,0
294,C102,9,26.88,11.82,0
294,C102,10,32.63,34.43,0
294,C102,11,37.43,36.44,0
294,C102,12,28.36,21.97,0
295,C101,1,33.1,25.86,0
295,C101,2,27.34,46.51,0
295,C101,3,33.49,22.79,0
295,C101,4,28.61,26.01,0
295,C101,5,29.67,29.58,0
295,C101,6,35.98,78.08,0
295,C101,7,32.23,34.02,0
295,C101,8,20.13,58.62,0
295,C101,9,15.36,50.22,0
295,C101,10,18.84,39.91,0
296,C102,1,42.28,15.01,0
296,C102,2,39.29,22.4,0
296,C102,3,48.51,19.85,0
296,C102,4,24.76,30.72,0
296,C102,5,50.11,15.89,0
296,C102,6,46.15,50.04,0
296,C102,7,40.75,3.83,0
296,C102,8,36.53,19.35,0
296,C102,9,53.86,28.09,0
296,C102,10,24.31,10.36,0
296,C102,11,45.24,19.0,0
296,C102,12,33.67,41.9,0
297,C101,1,29.45,34.97,0
297,C101,2,36.72,44.08,0
297,C101,3,42.66,24.12,0
297,C101,4,26.2,13.06,0
297,C101,5,32.47,63.6,0
297,C101,6,21.1,23.62,0
297,C101,7,36.18,30.73,0
297,C101,8,34.38,32.84,0
297,C101,9,20.75,36.61,0
297,C101,10,14.31,37.37,0
298,C102,1,12.69,31.21,0
298,C102,2,33.23,45.02,0
298,C102,3,40.9,34.59,0
298,C102,4,20.6,60.78,0
298,C102,5,15.36,56.19,0
298,C102,6,19.0,34.39,0
298,C102,7,35.11,33.5,0
298,C102,8,20.63,36.05,0
298,C102,9,33.32,67.35,0
298,C102,10,28.77,49.62,0
298,C102,11,9.22,83.5,0
298,C102,12,21.33,42.97,0
299,C102,1,34.03,47.49,0
299,C102,2,34.94,64.08,0
299,C102,3,27.96,25.15,0
299,C102,4,32.32,7.15,0
299,C102,5,23.28,26.37,0
299,C102,6,20.61,43.35,0
299,C102,7,33.82,26.37,0
299,C102,8,15.54,82.21,0
299,C102,9,39.75,30.4,0
299,C102,10,37.42,41.84,0
299,C102,11,25.55,46.89,0
299,C102,12,19.11,62.59,0
300,C101,1,22.08,24.19,0
300,C101,2,18.43,19.14,0
300,C101,3,39.47,17.21,0
300,C101,4,23.92,64.31,0
300,C101,5,36.74,43.28,0
300,C101,6,25.48,71.96,0
300,C101,7,43.92,25.9,0
300,C101,8,13.77,49.67,0
300,C101,9,33.5,34.29,0
300,C101,10,28.79,38.31,0
301,C101,1,5.0,36.1,0
301,C101,2,37.19,29.95,0
301,C101,3,42.65,18.72,0
301,C101,4,31.48,36.18,0
301,C101,5,19.31,59.41,0
301,C101,6,36.81,30.35,0
301,C101,7,46.82,31.66,0
301,C101,8,34.12,14.01,0
301,C101,9,37.53,30.88,0
301,C101,10,24.75,78.99,0
302,C102,1,21.95,13.15,0
302,C102,2,36.86,26.05,0
302,C102,3,29.36,27.5,0
302,C102,4,37.08,57.82,0
302,C102,5,23.86,50.85,0
302,C102,6,20.15,48.32,0
302,C102,7,38.4,40.51,0
302,C102,8,33.31,53.64,0
302,C102,9,22.15,57.35,0
302,C102,10,24.42,30.0,0
302,C102,11,21.8,47.49,0
302,C102,12,32.83,43.47,0
303,C103,1,34.9,26.77,0
303,C103,2,36.38,38.87,0
303,C103,3,63.02,10.77,0
303,C103,4,27.22,9.47,0
303,C103,5,42.23,46.8,0
303,C103,6,30.66,21.45,0
303,C103,7,68.13,21.77,0
303,C103,8,39.24,7.21,0
304,C101,1,15.83,34.49,0
304,C101,2,20.28,42.72,0
304,C101,3,32.7,19.92,0
304,C101,4,30.26,68.42,0
304,C101,5,8.04,66.18,0
304,C101,6,16.73,64.36,0
304,C101,7,33.87,34.62,0
304,C101,8,21.51,69.68,0
304,C101,9,13.45,60.62,0
304,C101,10,31.34,62.25,0
305,C101,1,13.59,80.86,1
305,C101,2,15.92,85.0,1
305,C101,3,24.71,40.45,1
305,C101,4,23.68,59.13,1
305,C101,5,8.73,58.75,1
305,C101,6,19.9,87.38,1
305,C101,7,25.36,57.52,1
305,C101,8,9.03,59.85,1
305,C101,9,14.91,64.78,1
305,C101,10,16.96,76.86,1
306,C103,1,31.04,35.1,0
306,C103,2,20.51,34.07,0
306,C103,3,43.08,22.2,0
306,C103,4,29.98,36.91,0
306,C103,5,25.39,54.86,0
306,C103,6,18.1,24.96,0
306,C103,7,72.0,13.47,0
306,C103,8,16.28,46.79,0
307,C103,1,36.37,45.11,0
307,C103,2,19.14,0.0,0
307,C103,3,39.47,17.6,0
307,C103,4,54.26,5.23,0
307,C103,5,48.45,33.77,0
307,C103,6,62.97,9.23,0
307,C103,7,28.92,0.4,0
307,C103,8,33.85,9.04,0
308,C101,1,38.62,58.49,0
308,C101,2,26.52,55.85,0
308,C101,3,45.54,26.89,0
308,C101,4,36.63,40.45,0
308,C101,5,47.42,17.79,0
308,C101,6,23.3,37.47,0
308,C101,7,46.31,38.93,0
308,C101,8,27.9,18.04,0
308,C101,9,36.03,50.69,0
308,C101,10,9.92,39.31,0
309,C101,1,28.45,6.2,0
309,C101,2,46.4,21.49,0
309,C101,3,39.15,21.96,0
309,C101,4,19.08,24.69,0
309,C101,5,26.63,14.25,0
309,C101,6,42.68,27.56,0
309,C101,7,71.1,12.34,0
309,C101,8,40.27,13.17,0
309,C101,9,38.76,26.33,0
309,C101,10,35.34,0.0,0
310,C101,1,28.05,36.44,0
310,C101,2,14.3,68.78,0
310,C101,3,41.61,28.8,0
310,C101,4,15.53,34.31,0
310,C101,5,35.87,48.71,0
310,C101,6,20.42,54.29,0
310,C101,7,30.73,46.1,0
310,C101,8,36.29,39.64,0
310,C101,9,19.77,7.37,0
310,C101,10,12.66,26.55,0
311,C101,1,23.34,23.71,0
311,C101,2,23.73,51.47,0
311,C101,3,43.89,10.27,0
311,C101,4,25.07,23.14,0
311,C101,5,34.06,55.65,0
311,C101,6,18.35,32.4,0
311,C101,7,35.26,6.73,0
311,C101,8,29.12,39.8,0
311,C101,9,34.66,27.42,0
311,C101,10,20.78,21.29,0
312,C102,1,20.01,42.88,0
312,C102,2,25.34,29.8,0
312,C102,3,45.35,5.93,0
312,C102,4,31.17,36.93,0
312,C102,5,19.73,40.08,0
312,C102,6,23.67,20.7,0
312,C102,7,55.38,11.99,0
312,C102,8,33.44,23.22,0
312,C102,9,34.45,0.0,0
312,C102,10,12.88,37.18,0
312,C102,11,44.44,14.28,0
312,C102,12,30.34,32.36,0
313,C102,1,7.4,38.41,0
313,C102,2,20.31,62.25,0
313,C102,3,53.28,32.19,0
313,C102,4,12.13,57.74,0
313,C102,5,32.9,53.33,0
313,C102,6,15.94,66.07,0
313,C102,7,39.31,24.21,0
313,C102,8,25.74,66.66,0
313,C102,9,31.84,50.71,0
313,C102,10,20.11,70.11,0
313,C102,11,13.63,58.28,0
313,C102,12,12.41,67.69,0
314,C102,1,40.62,45.76,0
314,C102,2,16.91,59.76,0
314,C102,3,57.58,34.41,0
314,C102,4,21.3,33.8,0
314,C102,5,29.93,27.83,0
314,C102,6,44.65,40.55,0
314,C102,7,17.1,28.99,0
314,C102,8,25.24,37.26,0
314,C102,9,25.04,50.49,0
314,C102,10,39.2,42.63,0
314,C102,11,25.32,37.77,0
314,C102,12,28.73,26.35,0
315,C101,1,27.13,73.21,0
315,C101,2,33.37,39.82,0
315,C101,3,41.72,23.89,0
315,C101,4,28.98,42.36,0
315,C101,5,15.5,54.31,0
315,C101,6,5.0,23.84,0
315,C101,7,33.9,34.23,0
315,C101,8,20.63,26.41,0
315,C101,9,17.11,55.97,0
315,C101,10,28.09,49.86,0
316,C102,1,22.72,46.98,1
316,C102,2,18.18,37.15,1
316,C102,3,29.37,49.92,1
316,C102,4,24.64,79.23,1
316,C102,5,18.03,78.39,1
316,C102,6,18.77,80.27,1
316,C102,7,29.94,45.87,1
316,C102,8,29.92,55.29,1
316,C102,9,21.52,77.53,1
316,C102,10,19.17,38.38,1
316,C102,11,34.39,51.15,1
316,C102,12,21.12,75.54,1
317,C101,1,20.35,37.29,0
317,C101,2,12.33,29.16,0
317,C101,3,48.48,19.62,0
317,C101,4,14.88,57.39,0
317,C101,5,31.71,54.95,0
317,C101,6,27.99,20.28,0
317,C101,7,48.73,20.16,0
317,C101,8,18.62,55.53,0
317,C101,9,24.29,5.88,0
317,C101,10,44.22,25.92,0
318,C101,1,12.61,59.6,0
318,C101,2,17.47,34.37,0
318,C101,3,55.29,26.54,0
318,C101,4,30.04,7.97,0
318,C101,5,22.38,36.31,0
318,C101,6,22.61,36.54,0
318,C101,7,52.93,31.95,0
318,C101,8,18.12,66.44,0
318,C101,9,38.49,33.46,0
318,C101,10,41.78,68.97,0
319,C102,1,32.96,0.0,0
319,C102,2,37.92,27.34,0
319,C102,3,52.98,8.03,0
319,C102,4,11.29,27.46,0
319,C102,5,52.92,12.99,0
319,C102,6,40.86,0.0,0
319,C102,7,58.88,10.64,0
319,C102,8,26.58,10.45,0
319,C102,9,30.96,27.59,0
319,C102,10,20.05,15.9,0
319,C102,11,35.14,5.37,0
319,C102,12,56.97,9.06,0
320,C101,1,20.9,59.61,0
320,C101,2,36.73,18.58,0
320,C101,3,57.96,23.76,0
320,C101,4,33.68,27.46,0
320,C101,5,23.27,37.69,0
320,C101,6,25.38,59.88,0
320,C101,7,33.4,37.11,0
320,C101,8,29.87,37.11,0
320,C101,9,39.63,23.17,0
320,C101,10,39.95,0.0,0
321,C102,1,21.67,13.12,0
321,C102,2,29.08,37.71,0
321,C102,3,54.32,23.69,0
321,C102,4,24.37,37.46,0
321,C102,5,32.62,45.96,0
321,C102,6,39.43,32.38,0
321,C102,7,37.61,14.75,0
321,C102,8,25.58,27.19,0
321,C102,9,34.12,42.65,0
321,C102,10,30.79,32.16,0
321,C102,11,32.82,24.18,0
321,C102,12,21.66,5.59,0
322,C102,1,36.09,21.72,0
322,C102,2,28.7,39.26,0
322,C102,3,52.17,10.72,0
322,C102,4,41.53,49.18,0
322,C102,5,19.43,19.91,0
322,C102,6,43.55,30.07,0
322,C102,7,23.69,7.52,0
322,C102,8,28.58,14.82,0
322,C102,9,26.88,32.75,0
322,C102,10,46.36,27.91,0
322,C102,11,42.31,53.7,0
322,C102,12,46.07,36.54,0
323,C102,1,44.74,30.24,0
323,C102,2,37.73,40.68,0
323,C102,3,69.28,15.36,0
323,C102,4,52.82,19.51,0
323,C102,5,6.56,7.03,0
323,C102,6,54.26,2.4,0
323,C102,7,55.28,0.0,0
323,C102,8,61.84,39.74,0
323,C102,9,27.35,16.72,0
323,C102,10,29.98,23.74,0
323,C102,11,45.37,26.69,0
323,C102,12,43.07,58.55,0
324,C102,1,14.26,21.71,0
324,C102,2,15.83,5.22,0
324,C102,3,38.68,9.18,0
324,C102,4,22.61,35.38,0
324,C102,5,27.57,24.92,0
324,C102,6,43.05,16.11,0
324,C102,7,46.83,22.06,0
324,C102,8,11.7,0.0,0
324,C102,9,36.99,34.99,0
324,C102,10,55.99,29.98,0
324,C102,11,42.23,24.68,0
324,C102,12,36.45,52.62,0
325,C102,1,45.22,44.3,0
325,C102,2,43.48,37.02,0
325,C102,3,51.28,7.86,0
325,C102,4,40.19,0.0,0
325,C102,5,24.27,0.0,0
325,C102,6,50.63,25.35,0
325,C102,7,63.91,16.42,0
325,C102,8,37.57,30.29,0
325,C102,9,39.86,13.13,0
325,C102,10,36.23,22.53,0
325,C102,11,34.16,26.91,0
325,C102,12,24.75,0.0,0
326,C103,1,22.2,44.82,0
326,C103,2,29.66,42.52,0
326,C103,3,32.79,48.41,0
326,C103,4,34.61,75.21,0
326,C103,5,20.72,70.08,0
326,C103,6,15.64,38.02,0
326,C103,7,16.39,51.14,0
326,C103,8,16.29,49.73,0
327,C103,1,39.98,23.62,0
327,C103,2,18.34,35.88,0
327,C103,3,33.18,11.13,0
327,C103,4,9.66,7.9,0
327,C103,5,34.39,0.0,0
327,C103,6,16.43,29.22,0
327,C103,7,42.81,39.42,0
327,C103,8,52.31,16.24,0
328,C103,1,29.57,40.84,0
328,C103,2,11.86,49.62,0
328,C103,3,34.12,28.84,0
328,C103,4,27.15,38.54,0
328,C103,5,14.57,51.44,0
328,C103,6,26.7,32.15,0
328,C103,7,42.8,15.5,0
328,C103,8,19.1,45.93,0
329,C103,1,25.01,61.16,0
329,C103,2,22.08,69.71,0
329,C103,3,50.72,22.98,0
329,C103,4,35.71,71.04,0
329,C103,5,20.61,16.29,0
329,C103,6,23.06,33.58,0
329,C103,7,28.5,22.29,0
329,C103,8,48.21,35.36,0
330,C103,1,22.83,51.38,0
330,C103,2,20.84,65.6,0
330,C103,3,61.67,27.84,0
330,C103,4,28.65,53.36,0
330,C103,5,39.25,25.81,0
